COID,name,copolymer_type,CUID_1,monomer_1_name,SMILES_1,CUID_2,monomer_2_name,SMILES_2,ratio_1,ratio_unit,Tg_C,Tg_method,Mn,Mw,reference,sample_id,notes
P900001,poly[(acrylic acid)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040001,PAA,*C(C(=O)O)C*,0,mol%,-36,,79300,291600,"Kim, Hyun-Joong; Mizumachi, Hiroshi,Journal of Applied Polymer Science,58,10,1891-1899,1995",,from_related_table
P900001,poly[(acrylic acid)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040001,PAA,*C(C(=O)O)C*,3,mol%,-42,,112300,417600,"Kim, Hyun-Joong; Mizumachi, Hiroshi,Journal of Applied Polymer Science,58,10,1891-1899,1995",,from_related_table
P900001,poly[(acrylic acid)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040001,PAA,*C(C(=O)O)C*,5,mol%,-29,,187600,362100,"Kim, Hyun-Joong; Mizumachi, Hiroshi,Journal of Applied Polymer Science,58,10,1891-1899,1995",,from_related_table
P900001,poly[(acrylic acid)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040001,PAA,*C(C(=O)O)C*,7,mol%,-23,,154000,302500,"Kim, Hyun-Joong; Mizumachi, Hiroshi,Journal of Applied Polymer Science,58,10,1891-1899,1995",,from_related_table
P900001,poly[(acrylic acid)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040001,PAA,*C(C(=O)O)C*,10,mol%,-21,,110800,241900,"Kim, Hyun-Joong; Mizumachi, Hiroshi,Journal of Applied Polymer Science,58,10,1891-1899,1995",,from_related_table
P900001,poly[(acrylic acid)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040001,PAA,*C(C(=O)O)C*,15,mol%,-17,,9600,15900,"Kim, Hyun-Joong; Mizumachi, Hiroshi,Journal of Applied Polymer Science,58,10,1891-1899,1995",,from_related_table
P900005,poly[acrylonitrile-co-(ethyl acrylate)],U,CU030010,PAN,*C(C#N)C*,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,0,wt%,105,,,,"Penzel, E.; Rieger, J.; Schneider, H. A.,Polymer,38,2,325-337,1997",,from_related_table
P900005,poly[acrylonitrile-co-(ethyl acrylate)],U,CU030010,PAN,*C(C#N)C*,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,20,wt%,91,,,,"Penzel, E.; Rieger, J.; Schneider, H. A.,Polymer,38,2,325-337,1997",,from_related_table
P900005,poly[acrylonitrile-co-(ethyl acrylate)],U,CU030010,PAN,*C(C#N)C*,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,40,wt%,75,,,,"Penzel, E.; Rieger, J.; Schneider, H. A.,Polymer,38,2,325-337,1997",,from_related_table
P900005,poly[acrylonitrile-co-(ethyl acrylate)],U,CU030010,PAN,*C(C#N)C*,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,60,wt%,62,,,,"Penzel, E.; Rieger, J.; Schneider, H. A.,Polymer,38,2,325-337,1997",,from_related_table
P900005,poly[acrylonitrile-co-(ethyl acrylate)],U,CU030010,PAN,*C(C#N)C*,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,80,wt%,41,,,,"Penzel, E.; Rieger, J.; Schneider, H. A.,Polymer,38,2,325-337,1997",,from_related_table
P900005,poly[acrylonitrile-co-(ethyl acrylate)],U,CU030010,PAN,*C(C#N)C*,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,100,wt%,32,,,,"Penzel, E.; Rieger, J.; Schneider, H. A.,Polymer,38,2,325-337,1997",,from_related_table
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,70,wt%,108,,,,"Daly, John H.; Guest, Martin J.; Hayward, David; Pethrick, Richard A.,Polymer Communications,31,8,325-329,1990",,from_related_table
P900012,"poly{poly(dimethylsiloxane)-ran-poly[1,4-phenylenebis(dimethylsilanol)]}",U,CU170031,PDMS,*O[Si](C)(C)*,CU170064,"poly[alpha,alpha,alpha',alpha'-tetramethylbenzene-1,4-disilanol]",*O[Si](c1ccc(cc1)[Si](C)(C)*)(C)C,100,mol%,-21,,,,"Okui, N.; Li, H. M.; Magill, J. H.,Polymer,19,411-415,1978",,from_related_table
P900012,"poly{poly(dimethylsiloxane)-ran-poly[1,4-phenylenebis(dimethylsilanol)]}",U,CU170031,PDMS,*O[Si](C)(C)*,CU170064,"poly[alpha,alpha,alpha',alpha'-tetramethylbenzene-1,4-disilanol]",*O[Si](c1ccc(cc1)[Si](C)(C)*)(C)C,90,mol%,-39,,,,"Okui, N.; Li, H. M.; Magill, J. H.,Polymer,19,411-415,1978",,from_related_table
P900012,"poly{poly(dimethylsiloxane)-ran-poly[1,4-phenylenebis(dimethylsilanol)]}",U,CU170031,PDMS,*O[Si](C)(C)*,CU170064,"poly[alpha,alpha,alpha',alpha'-tetramethylbenzene-1,4-disilanol]",*O[Si](c1ccc(cc1)[Si](C)(C)*)(C)C,80,mol%,-53,,,,"Okui, N.; Li, H. M.; Magill, J. H.,Polymer,19,411-415,1978",,from_related_table
P900012,"poly{poly(dimethylsiloxane)-ran-poly[1,4-phenylenebis(dimethylsilanol)]}",U,CU170031,PDMS,*O[Si](C)(C)*,CU170064,"poly[alpha,alpha,alpha',alpha'-tetramethylbenzene-1,4-disilanol]",*O[Si](c1ccc(cc1)[Si](C)(C)*)(C)C,40,mol%,-110,,,,"Okui, N.; Li, H. M.; Magill, J. H.,Polymer,19,411-415,1978",,from_related_table
P900012,"poly{poly(dimethylsiloxane)-ran-poly[1,4-phenylenebis(dimethylsilanol)]}",U,CU170031,PDMS,*O[Si](C)(C)*,CU170064,"poly[alpha,alpha,alpha',alpha'-tetramethylbenzene-1,4-disilanol]",*O[Si](c1ccc(cc1)[Si](C)(C)*)(C)C,30,mol%,-120,,,,"Okui, N.; Li, H. M.; Magill, J. H.,Polymer,19,411-415,1978",,from_related_table
P900012,"poly{poly(dimethylsiloxane)-ran-poly[1,4-phenylenebis(dimethylsilanol)]}",U,CU170031,PDMS,*O[Si](C)(C)*,CU170064,"poly[alpha,alpha,alpha',alpha'-tetramethylbenzene-1,4-disilanol]",*O[Si](c1ccc(cc1)[Si](C)(C)*)(C)C,0,mol%,-123,,,,"Okui, N.; Li, H. M.; Magill, J. H.,Polymer,19,411-415,1978",,from_related_table
P900015,poly[ethene-co-(prop-1-ene)],U,CU010001,PE,*C*,CU010002,PP,*CC(C)*,100,mol%,11,,,,"Wang, H.; Ansems, P.; Chum, S. P.; Hiltner, A.; Baer, E.,Annual Technical Conference - Society of Plastics Engineers,63rd,1232-1236,2005",,from_related_table
P900015,poly[ethene-co-(prop-1-ene)],U,CU010001,PE,*C*,CU010002,PP,*CC(C)*,95.7,mol%,6,,,,"Wang, H.; Ansems, P.; Chum, S. P.; Hiltner, A.; Baer, E.,Annual Technical Conference - Society of Plastics Engineers,63rd,1232-1236,2005",,from_related_table
P900015,poly[ethene-co-(prop-1-ene)],U,CU010001,PE,*C*,CU010002,PP,*CC(C)*,92.4,mol%,0,,,,"Wang, H.; Ansems, P.; Chum, S. P.; Hiltner, A.; Baer, E.,Annual Technical Conference - Society of Plastics Engineers,63rd,1232-1236,2005",,from_related_table
P900015,poly[ethene-co-(prop-1-ene)],U,CU010001,PE,*C*,CU010002,PP,*CC(C)*,87.9,mol%,-5,,,,"Wang, H.; Ansems, P.; Chum, S. P.; Hiltner, A.; Baer, E.,Annual Technical Conference - Society of Plastics Engineers,63rd,1232-1236,2005",,from_related_table
P900015,poly[ethene-co-(prop-1-ene)],U,CU010001,PE,*C*,CU010002,PP,*CC(C)*,83.9,mol%,-10,,,,"Wang, H.; Ansems, P.; Chum, S. P.; Hiltner, A.; Baer, E.,Annual Technical Conference - Society of Plastics Engineers,63rd,1232-1236,2005",,from_related_table
P900015,poly[ethene-co-(prop-1-ene)],U,CU010001,PE,*C*,CU010002,PP,*CC(C)*,80.8,mol%,-17,,,,"Wang, H.; Ansems, P.; Chum, S. P.; Hiltner, A.; Baer, E.,Annual Technical Conference - Society of Plastics Engineers,63rd,1232-1236,2005",,from_related_table
P900015,poly[ethene-co-(prop-1-ene)],U,CU010001,PE,*C*,CU010002,PP,*CC(C)*,68,mol%,-59,,,,"Zannetti, R.;Manaresi, P.; Baldi, L.,Journal of Polymer Science,62,S33,1962",,from_related_table
P900015,poly[ethene-co-(prop-1-ene)],U,CU010001,PE,*C*,CU010002,PP,*CC(C)*,57,mol%,-58,,,,"Zannetti, R.;Manaresi, P.; Baldi, L.,Journal of Polymer Science,62,S33,1962",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,100,wt%,35,DSC,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,70,wt%,-9,DSC,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,50,wt%,21,DSC,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,0,wt%,-40,DMA,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,100,wt%,40,DMA,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,50,wt%,36,DSC,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,0,wt%,-55,DMA,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,100,wt%,-9,DSC,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,50,wt%,-8,DSC,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,50,wt%,-10,DSC,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,94,wt%,19,,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,88,wt%,7,,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,75,wt%,-4,,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,65,wt%,-17,,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,0,wt%,130,,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,0,wt%,144,,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,0,wt%,125,,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,0,wt%,137,,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,72,wt%,-16.0,DSC,,,"Barrueso-Martinez, Maria L.; Ferrandiz-Gomez, Teresa P.; Cepeda-Jimenez, Carmen M.; Sepulcre-Guilabert, Jose; Martin-Martinez, Jose Miguel,Journal of Adhesion Science and Technology,15,2,243-263,2001",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,67,wt%,-16.0,DSC,,,"Barrueso-Martinez, Maria L.; Ferrandiz-Gomez, Teresa P.; Cepeda-Jimenez, Carmen M.; Sepulcre-Guilabert, Jose; Martin-Martinez, Jose Miguel,Journal of Adhesion Science and Technology,15,2,243-263,2001",,from_related_table
P900016,poly[ethene-co-(vinyl acetate)],U,CU010001,PE,*C*,CU030024,PVAC,*C(OC(=O)C)C*,60.5,wt%,-15.0,DSC,,,"Barrueso-Martinez, Maria L.; Ferrandiz-Gomez, Teresa P.; Cepeda-Jimenez, Carmen M.; Sepulcre-Guilabert, Jose; Martin-Martinez, Jose Miguel,Journal of Adhesion Science and Technology,15,2,243-263,2001",,from_related_table
P900017,poly[ethene-co-(vinyl alcohol)],U,CU030001,PVAL,*CC(O)*,CU010001,PE,*C*,0,mol%,66,,,,"Ito, K.; Li, Hong-ling; Saito, Y.; Yamamoto, T.; Nishihara, Y.; Ujihira, Y.; Nomura, K.,Journal of Radioanalytical and Nuclear Chemistry,255,3,437-441,2003",,from_related_table
P900017,poly[ethene-co-(vinyl alcohol)],U,CU030001,PVAL,*CC(O)*,CU010001,PE,*C*,28,mol%,60,,,,"Ito, K.; Li, Hong-ling; Saito, Y.; Yamamoto, T.; Nishihara, Y.; Ujihira, Y.; Nomura, K.,Journal of Radioanalytical and Nuclear Chemistry,255,3,437-441,2003",,from_related_table
P900017,poly[ethene-co-(vinyl alcohol)],U,CU030001,PVAL,*CC(O)*,CU010001,PE,*C*,32,mol%,55,,,,"Ito, K.; Li, Hong-ling; Saito, Y.; Yamamoto, T.; Nishihara, Y.; Ujihira, Y.; Nomura, K.,Journal of Radioanalytical and Nuclear Chemistry,255,3,437-441,2003",,from_related_table
P900017,poly[ethene-co-(vinyl alcohol)],U,CU030001,PVAL,*CC(O)*,CU010001,PE,*C*,38,mol%,55,,,,"Ito, K.; Li, Hong-ling; Saito, Y.; Yamamoto, T.; Nishihara, Y.; Ujihira, Y.; Nomura, K.,Journal of Radioanalytical and Nuclear Chemistry,255,3,437-441,2003",,from_related_table
P900017,poly[ethene-co-(vinyl alcohol)],U,CU030001,PVAL,*CC(O)*,CU010001,PE,*C*,43,mol%,40,,,,"Ito, K.; Li, Hong-ling; Saito, Y.; Yamamoto, T.; Nishihara, Y.; Ujihira, Y.; Nomura, K.,Journal of Radioanalytical and Nuclear Chemistry,255,3,437-441,2003",,from_related_table
P900017,poly[ethene-co-(vinyl alcohol)],U,CU030001,PVAL,*CC(O)*,CU010001,PE,*C*,49,mol%,38,,,,"Ito, K.; Li, Hong-ling; Saito, Y.; Yamamoto, T.; Nishihara, Y.; Ujihira, Y.; Nomura, K.,Journal of Radioanalytical and Nuclear Chemistry,255,3,437-441,2003",,from_related_table
P900017,poly[ethene-co-(vinyl alcohol)],U,CU030001,PVAL,*CC(O)*,CU010001,PE,*C*,74,mol%,30,,,,"Ito, K.; Li, Hong-ling; Saito, Y.; Yamamoto, T.; Nishihara, Y.; Ujihira, Y.; Nomura, K.,Journal of Radioanalytical and Nuclear Chemistry,255,3,437-441,2003",,from_related_table
P900017,poly[ethene-co-(vinyl alcohol)],U,CU030001,PVAL,*CC(O)*,CU010001,PE,*C*,100,mol%,-20,,,,"Ito, K.; Li, Hong-ling; Saito, Y.; Yamamoto, T.; Nishihara, Y.; Ujihira, Y.; Nomura, K.,Journal of Radioanalytical and Nuclear Chemistry,255,3,437-441,2003",,from_related_table
